SP500,Long_Treasuries,Real_Estate,Gold,Crude_Oil
0.013302948916807722,0.01004199507887793,-0.003524835825890693,0.016064235102346336,-0.008982126887789654
0.001025369367539053,0.0038246380008675196,0.0,-0.004671174451993942,0.008459293259879042
-0.007991443170010215,-0.0009525796547031895,0.0017691544773559276,-0.004332174032603775,0.012582329404012382
-0.011361067085951526,-0.0047671866578477,0.0035302692343401887,-0.005801217029561823,0.03402371455138886
0.008566137719629108,-0.0009572290269105332,0.008795089700934566,-0.0007294390887198077,0.010872705574249464
-0.0068362051291392945,0.0019171193048170831,0.013948933143921538,-0.0025547890767564363,-0.046136455806307985
-0.0014602220815087552,-0.0038269654695075594,0.0077389309795503625,-0.0007317295952630198,0.04154295784827533
-0.007310981578533937,-0.0009614524853763795,0.0034127955559624112,-0.0007323771606048135,-0.02564096154719786
0.0026299760457513255,0.002885091928893857,-0.0017006975268624158,-0.0003664569650139171,-0.011695950788175535
0.005036907642257837,-0.006712302913882695,-0.0025553576712582515,-0.0014662533518438048,0.008875717273141515
-0.0218778378121518,-0.007721130707717294,-0.0051235312510244935,-0.00036712960997209443,0.051319650390251326
-0.009203172590096842,-0.0038914764803106294,-0.018884027656192792,-0.0033051558458704333,0.028730896452831445
0.00907282795651021,0.001952886088598893,0.012247949431743343,0.0018422992308197994,-0.010303716299069343
-0.00738621828950925,-0.0038986768217287304,-0.003457112166453169,-0.010665663705709538,0.027397260273972712
-0.01520545762903125,0.003913935993267392,-0.0043363815655350635,0.00483266837534857,-0.09466664632161459
0.018178322403613834,0.0019499850433897237,0.009867650768619951,0.005549389817763872,-0.03829158196896576
-0.007098528062699172,0.000972643239158133,-0.0070419715027796315,0.008462172236368248,-0.033078155607394466
-0.012781824235436168,0.003886405646023272,0.004432277886379676,-0.0007297052264775283,-0.0022172852550168543
0.005266824409132731,-0.0038713599707750346,0.008826211140997131,0.0164293541448588,0.0
0.01287914465878659,0.0009714402247691378,0.006123910785970965,-0.010057427637767291,-0.03809526231553817
-0.009482623605458151,0.006927910210532406,-0.004347489010767425,-0.007256893888633598,0.018481893973319563
0.001523330800168532,-0.004844752473423419,-0.018340475221822694,-0.0018274853393490664,0.041801713869527024
-0.00934187800030184,-0.0019476310368270466,-0.005338907254777592,-0.005492493469338999,-0.0024883927607372014
0.008332974782486291,-0.0009758124616101593,-0.008049425525793907,-0.0047865179725047335,-0.017773610859005085
0.0034799908266729407,0.0048835056646732156,0.004508502190603059,0.0011099457051277906,-0.026984139094276993
-0.021672827156001717,0.004858361516808518,0.0,-0.004804206508589481,0.00652531045444249
-0.007532747556184272,0.0,-0.0017954923567884418,0.002970732814001842,0.03338731820293761
-0.01651771833011273,0.0019337444796216907,-0.0008993252128477458,0.008515319292837331,0.039836963567905004
-0.008397829766089271,0.0009660894386880337,-0.006300585152000604,-0.006975014460559814,0.0
-0.024948359037364365,0.0019274492983816227,-0.01358727072178556,0.02181143769495142,0.08898934577542139
0.03333361629252529,0.0,0.0027552506857453363,-0.014471780348512042,-0.029085852671524526
0.004543299910754195,-0.0009614576949084075,0.005494122123260503,-0.00330394242529386,-0.05563483039616146
-0.02487561280123074,0.006743613210061117,-0.006374966381305858,-0.0014732740202002548,-0.0045316531146947225
-0.003710448844848613,0.0,-0.006416377614870572,-0.0029510080875519984,0.018209361463686013
0.03770958575549366,0.0019131996753152247,0.007380442004775611,-0.0007398509007935372,-0.01788371051461346
0.0042617740288080075,0.002866557863194563,0.002747170310429814,0.004072588221616158,0.040971121179441905
0.0044674474402530695,0.005714653607164166,-0.007305935343412839,-0.004056069520660288,-0.016618067274134063
-0.006671281631356885,-0.0037890381581960897,-0.008279494207324656,0.0,-0.010673009642374054
-0.02350604451233107,-0.0038013787300757995,-0.010204290922408599,-0.014439073707350092,-0.012286480687308532
0.002751490199436768,0.000953766362957742,0.00656025376660585,-0.004883614766838629,0.023968475044634063
0.01897556338156381,-0.0009528575594688338,0.01210451603892615,-0.001887504762251524,-0.031111088505497708
0.008974903088154296,-0.0009555301472627953,-0.0018395055043951558,-0.00037823791915359006,0.0033639329597885403
0.01723374499593988,0.0011527896842000729,0.006451270510101859,0.0022701707575771835,-0.0036575050764771078
-0.003388708163393317,0.001917424352114283,-0.004578835681648408,-0.003775009524502937,0.015601167257736748
0.0016452238511130979,-0.000957474600396413,0.002759514343035896,0.0018946571108906518,-0.019879513019435024
0.0005474229336679404,-0.007662922275849304,-0.0036695433592546234,0.0007564758383071801,0.0018438093701811376
0.007003988157615382,-0.002894716068451375,0.0027622755678564648,-0.0003779520075918308,0.007975526024544655
-0.00021789578227016104,0.0,0.0009182464844370575,-0.0007561898186436711,0.016433381177638484
-0.022173929769746192,0.001934650108696978,0.002752941906132733,0.0026485517947869575,-0.003293431297191174
-0.0037793036512427935,0.0028995450381166243,-0.001830134739131406,0.0030188218602593686,0.01982576837672201
-0.024324615061942834,-0.0009630456391113151,-0.007332430208215723,-0.004890849709072609,0.004123693269582063
-0.00777696883176171,0.003856402714861984,0.001846886642182577,-0.0007561898186436711,0.009973603727369884
0.026279420372111062,0.002881885114180971,0.0055294928888980355,0.0022701707575771835,0.012198610665773879
0.003145119840670896,0.0038321847139961562,0.0027496157660189535,0.000755047986559898,0.021520804385599446
-0.015674314142157253,0.0028619441037118776,0.0,0.0026404438828258048,-0.015449417433552992
-0.0053459505046264955,-0.0028537767541571,0.0018280265070749202,-0.0003761308898756477,0.015691847333308973
-0.014293659117785795,0.0019081507741853798,-0.000912091478225352,0.0022580939344105655,-0.010674080609700098
0.0051039776339705245,0.0009519768142314255,0.001826501994102614,-0.0022530064342471956,-0.0019874983645108424
-0.023891087163109725,0.008564455291768303,-0.0027349392017426144,0.0022580939344105655,0.007112375224676448
0.020456125797463143,-0.0009444824526178008,0.003656198412957501,0.0,0.0
0.008806465664885188,-0.0028325904084566256,0.0009108646999764769,0.014269690141710312,-0.0005649846582365115
-0.017229574921156954,0.002840636768922211,-0.0009100357805081893,-0.0011107675074686352,-0.03193897778407928
-0.001870283543366269,0.0018890138899649855,0.00455381645790176,-0.01260190530139449,0.011094921696795268
